Description,V,$X_D$ $[N]$,$Y_D$ $[Nm]$,$N_D$ $[Nm]$
zigzag20/20,0.9617697638981232,11.464863876069618,5.055763879882697,4.7280636157102025
zigzag20/20,0.9617697638981232,11.127647073702713,4.590793321801911,4.9551372543268135
zigzag10/10,0.9617697638981232,14.852191819983677,3.2866364955863148,2.523201077996231
zigzag10/10,0.9617697638981232,11.360898470197476,3.127259184602419,2.3974769146442805
